subscription_id,user_id,plan_type,monthly_revenue,tenure_months,is_churned,internet_service,total_revenue
telco_5341,5341,One year,84.1,38,0,DSL,3187.65
telco_5342,5342,Month-to-month,74.45,1,1,Fiber optic,74.45
telco_5343,5343,Month-to-month,64.75,37,1,DSL,2345.2
telco_5344,5344,Two year,66.25,52,0,DSL,3330.1
telco_5345,5345,Two year,76.9,71,0,DSL,5522.7
telco_5346,5346,Month-to-month,89.8,26,1,Fiber optic,2335.3
telco_5347,5347,Two year,74.6,66,0,DSL,4798.4
telco_5348,5348,Two year,116.95,72,0,Fiber optic,8594.4
telco_5349,5349,One year,40.65,25,0,DSL,970.55
telco_5350,5350,Two year,114.35,69,0,Fiber optic,7665.8
telco_5351,5351,Two year,69.7,53,0,DSL,3686.05
telco_5352,5352,One year,95.5,12,1,Fiber optic,1115.15
telco_5353,5353,Month-to-month,98.65,26,0,Fiber optic,2537.0
telco_5354,5354,Month-to-month,61.65,21,0,DSL,1393.6
telco_5355,5355,Month-to-month,89.35,1,0,Fiber optic,89.35
telco_5356,5356,Month-to-month,95.4,48,0,Fiber optic,4445.3
telco_5357,5357,One year,35.4,26,0,DSL,978.6
telco_5358,5358,Two year,19.95,60,0,No,1258.15
telco_5359,5359,Month-to-month,19.25,18,0,No,331.35
telco_5360,5360,Month-to-month,29.65,10,1,DSL,291.4
telco_5361,5361,Month-to-month,84.5,5,1,Fiber optic,453.75
telco_5362,5362,One year,20.4,4,0,No,84.75
telco_5363,5363,Two year,24.75,65,0,No,1715.1
telco_5364,5364,Two year,25.35,70,0,No,1715.15
telco_5365,5365,Month-to-month,90.7,18,1,Fiber optic,1597.25
telco_5366,5366,Two year,20.0,62,0,No,1250.1
telco_5367,5367,Two year,59.75,66,0,DSL,3996.8
telco_5368,5368,Two year,82.5,65,0,DSL,5215.1
telco_5369,5369,Month-to-month,70.3,3,1,Fiber optic,235.5
telco_5370,5370,Month-to-month,20.35,34,0,No,673.2
telco_5371,5371,Month-to-month,90.8,16,0,Fiber optic,1442.2
telco_5372,5372,One year,103.95,54,1,Fiber optic,5639.05
telco_5373,5373,Month-to-month,104.95,50,0,Fiber optic,5222.35
telco_5374,5374,Two year,105.25,71,0,Fiber optic,7291.75
telco_5375,5375,Month-to-month,74.75,10,1,Fiber optic,799.65
telco_5376,5376,Month-to-month,50.8,1,1,DSL,50.8
telco_5377,5377,One year,23.75,18,0,No,424.5
telco_5378,5378,Month-to-month,61.3,4,0,DSL,249.4
telco_5379,5379,Two year,75.8,58,0,DSL,4415.75
telco_5380,5380,One year,98.0,56,0,Fiber optic,5270.6
telco_5381,5381,Month-to-month,80.25,2,1,Fiber optic,144.55
telco_5382,5382,Month-to-month,78.9,32,1,Fiber optic,2447.95
telco_5383,5383,One year,52.0,56,0,DSL,2884.9
telco_5384,5384,Month-to-month,84.75,36,1,Fiber optic,3050.15
telco_5385,5385,Month-to-month,64.4,4,0,DSL,253.0
telco_5386,5386,Month-to-month,85.45,53,1,Fiber optic,4517.25
telco_5387,5387,Month-to-month,45.8,10,0,DSL,436.2
telco_5388,5388,Month-to-month,30.5,4,0,DSL,118.4
telco_5389,5389,Month-to-month,19.9,1,1,No,19.9
telco_5390,5390,Month-to-month,69.15,51,0,Fiber optic,3649.6
telco_5391,5391,Month-to-month,99.45,12,1,Fiber optic,1200.15
telco_5392,5392,One year,49.25,6,0,DSL,255.6
telco_5393,5393,Two year,39.35,63,0,DSL,2395.05
telco_5394,5394,Month-to-month,70.6,1,1,Fiber optic,70.6
telco_5395,5395,Month-to-month,105.1,48,0,Fiber optic,5083.55
telco_5396,5396,Month-to-month,81.0,5,1,Fiber optic,389.6
telco_5397,5397,One year,20.1,35,0,No,644.5
telco_5398,5398,Month-to-month,84.85,6,1,Fiber optic,523.5
telco_5399,5399,Month-to-month,19.75,2,0,No,39.3
telco_5400,5400,One year,19.75,50,0,No,989.05
telco_5401,5401,Month-to-month,70.4,33,0,Fiber optic,2406.1
telco_5402,5402,Two year,20.45,31,0,No,638.55
telco_5403,5403,Two year,20.35,9,0,No,191.1
telco_5404,5404,Month-to-month,86.2,54,0,DSL,4524.05
telco_5405,5405,One year,95.65,46,0,Fiber optic,4664.2
telco_5406,5406,One year,103.8,34,0,Fiber optic,3470.8
telco_5407,5407,Two year,97.2,71,0,Fiber optic,6910.3
telco_5408,5408,Two year,63.55,63,0,DSL,4014.2
telco_5409,5409,Two year,24.95,51,0,No,1288.0
telco_5410,5410,Month-to-month,89.15,26,1,Fiber optic,2277.65
telco_5411,5411,Two year,99.0,64,0,Fiber optic,6375.8
telco_5412,5412,Month-to-month,24.8,1,1,DSL,24.8
telco_5413,5413,One year,85.55,61,0,Fiber optic,5251.75
telco_5414,5414,Month-to-month,94.0,15,0,Fiber optic,1505.45
telco_5415,5415,One year,105.65,64,1,Fiber optic,6903.1
telco_5416,5416,Month-to-month,50.3,18,0,DSL,913.3
telco_5417,5417,One year,95.0,57,0,Fiber optic,5535.8
telco_5418,5418,Two year,61.4,14,0,DSL,815.55
telco_5419,5419,Month-to-month,80.55,18,0,Fiber optic,1411.65
telco_5420,5420,Two year,78.5,72,0,Fiber optic,5602.25
telco_5421,5421,Two year,114.3,70,0,Fiber optic,8244.3
telco_5422,5422,Two year,20.05,38,0,No,741.5
telco_5423,5423,Two year,62.65,68,0,DSL,4375.8
telco_5424,5424,Month-to-month,80.85,13,1,Fiber optic,1008.7
telco_5425,5425,Two year,92.7,65,0,Fiber optic,5968.4
telco_5426,5426,Month-to-month,100.45,30,0,Fiber optic,3096.9
telco_5427,5427,Two year,75.2,51,0,DSL,3901.25
telco_5428,5428,Month-to-month,84.75,31,0,Fiber optic,2613.4
telco_5429,5429,Month-to-month,89.45,9,1,Fiber optic,853.1
telco_5430,5430,Two year,79.5,72,0,DSL,5661.7
telco_5431,5431,Month-to-month,72.15,10,1,DSL,794.25
telco_5432,5432,One year,19.8,37,0,No,695.05
telco_5433,5433,Month-to-month,76.4,2,1,DSL,160.8
telco_5434,5434,One year,100.9,55,0,Fiber optic,5552.05
telco_5435,5435,Month-to-month,95.3,33,0,Fiber optic,3275.15
telco_5436,5436,One year,90.95,46,0,Fiber optic,4236.6
telco_5437,5437,Month-to-month,54.5,1,0,DSL,54.5
telco_5438,5438,Month-to-month,61.6,20,1,DSL,1174.35
telco_5439,5439,Month-to-month,79.9,9,1,Fiber optic,741.7
telco_5440,5440,Month-to-month,96.15,32,1,Fiber optic,3019.25
telco_5441,5441,Month-to-month,49.6,19,0,DSL,962.9
telco_5442,5442,Two year,65.3,70,1,DSL,4759.75
telco_5443,5443,Two year,25.0,61,0,No,1498.35
telco_5444,5444,Month-to-month,45.45,26,0,DSL,1233.15
telco_5445,5445,Month-to-month,107.75,45,0,Fiber optic,4882.8
telco_5446,5446,Two year,89.1,62,0,Fiber optic,5411.65
telco_5447,5447,Month-to-month,19.65,1,1,No,19.65
telco_5448,5448,Month-to-month,44.75,3,0,DSL,148.05
telco_5449,5449,One year,101.6,41,0,Fiber optic,3930.55
telco_5450,5450,Two year,103.15,67,0,Fiber optic,6895.5
telco_5451,5451,Month-to-month,84.65,1,1,Fiber optic,84.65
telco_5452,5452,One year,95.65,71,0,Fiber optic,6856.95
telco_5453,5453,One year,75.1,37,0,DSL,2658.8
telco_5454,5454,Two year,61.35,60,0,DSL,3766.2
telco_5455,5455,Month-to-month,69.55,1,1,Fiber optic,69.55
telco_5456,5456,Month-to-month,19.7,6,0,No,129.55
telco_5457,5457,Month-to-month,31.05,13,1,DSL,347.25
telco_5458,5458,Month-to-month,51.0,11,0,DSL,581.7
telco_5459,5459,Month-to-month,51.0,7,1,DSL,354.05
telco_5460,5460,Month-to-month,88.85,10,0,Fiber optic,929.45
telco_5461,5461,Two year,20.05,34,0,No,679.0
telco_5462,5462,Two year,65.1,62,0,DSL,3846.75
telco_5463,5463,One year,70.15,64,0,DSL,4480.7
telco_5464,5464,Month-to-month,44.35,1,1,DSL,44.35
telco_5465,5465,Two year,20.75,25,0,No,499.4
telco_5466,5466,One year,56.05,26,0,DSL,1553.2
telco_5467,5467,One year,19.95,10,0,No,219.5
telco_5468,5468,One year,98.6,53,0,Fiber optic,5311.85
telco_5469,5469,Month-to-month,79.7,7,1,Fiber optic,586.05
telco_5470,5470,Month-to-month,79.0,33,0,Fiber optic,2576.8
telco_5471,5471,Two year,89.45,71,0,Fiber optic,6435.25
telco_5472,5472,Month-to-month,74.2,29,0,Fiber optic,1993.25
telco_5473,5473,Month-to-month,81.0,24,0,DSL,1923.85
telco_5474,5474,Month-to-month,49.6,20,0,DSL,939.8
telco_5475,5475,Month-to-month,84.6,1,0,Fiber optic,84.6
telco_5476,5476,Month-to-month,55.0,54,1,DSL,3092.65
telco_5477,5477,Month-to-month,84.85,5,1,Fiber optic,415.55
telco_5478,5478,Two year,84.2,72,0,DSL,5986.55
telco_5479,5479,Two year,106.3,52,0,Fiber optic,5487.0
telco_5480,5480,Month-to-month,69.05,9,0,Fiber optic,651.5
telco_5481,5481,Month-to-month,45.4,1,0,DSL,45.4
telco_5482,5482,Month-to-month,73.65,1,1,Fiber optic,73.65
telco_5483,5483,One year,73.9,33,1,DSL,2405.05
telco_5484,5484,Month-to-month,77.75,55,1,Fiber optic,4458.15
telco_5485,5485,Two year,99.35,69,0,Fiber optic,6856.45
telco_5486,5486,Month-to-month,50.75,1,0,DSL,50.75
telco_5487,5487,Two year,87.1,54,0,DSL,4735.2
telco_5488,5488,One year,20.15,33,0,No,682.15
telco_5489,5489,One year,98.7,45,0,Fiber optic,4525.8
telco_5490,5490,Month-to-month,25.2,11,0,DSL,321.05
telco_5491,5491,Month-to-month,55.7,6,0,DSL,335.65
telco_5492,5492,Month-to-month,65.35,21,0,DSL,1424.4
telco_5493,5493,Two year,25.3,65,0,No,1748.55
telco_5494,5494,Month-to-month,84.35,6,1,Fiber optic,474.9
telco_5495,5495,Month-to-month,84.95,8,1,Fiber optic,668.4
telco_5496,5496,Month-to-month,73.85,11,1,Fiber optic,926.25
telco_5497,5497,Two year,24.25,43,0,No,1077.95
telco_5498,5498,One year,51.8,49,1,DSL,2541.25
telco_5499,5499,Month-to-month,46.0,1,1,DSL,46.0
telco_5500,5500,Month-to-month,79.4,15,1,Fiber optic,1156.1
telco_5501,5501,Two year,60.5,60,0,DSL,3694.45
telco_5502,5502,Month-to-month,25.1,17,0,DSL,382.8
telco_5503,5503,Month-to-month,71.8,16,1,Fiber optic,1167.8
telco_5504,5504,One year,20.05,35,0,No,746.75
telco_5505,5505,One year,88.4,44,1,Fiber optic,3912.9
telco_5506,5506,One year,30.25,12,0,DSL,368.85
telco_5507,5507,Month-to-month,20.2,1,0,No,20.2
telco_5508,5508,One year,59.9,28,0,DSL,1654.7
telco_5509,5509,Two year,25.15,70,0,No,1940.85
telco_5510,5510,Month-to-month,46.0,5,1,DSL,221.7
telco_5511,5511,Month-to-month,101.3,18,0,Fiber optic,1794.65
telco_5512,5512,Two year,76.95,70,0,DSL,5289.8
telco_5513,5513,Month-to-month,55.3,9,0,DSL,501.2
telco_5514,5514,Two year,92.45,67,0,Fiber optic,6140.85
telco_5515,5515,Month-to-month,48.45,1,0,DSL,48.45
telco_5516,5516,Two year,19.35,18,0,No,309.25
telco_5517,5517,Month-to-month,51.75,4,1,DSL,201.1
telco_5518,5518,One year,86.7,71,0,Fiber optic,6179.35
telco_5519,5519,Month-to-month,94.4,30,1,Fiber optic,2838.7
telco_5520,5520,Month-to-month,55.7,1,0,DSL,55.7
telco_5521,5521,One year,84.25,55,0,Fiber optic,4589.85
telco_5522,5522,Month-to-month,64.65,59,0,DSL,3735.45
telco_5523,5523,Month-to-month,70.15,1,1,Fiber optic,70.15
telco_5524,5524,Month-to-month,69.2,7,0,Fiber optic,477.55
telco_5525,5525,Two year,54.65,45,0,DSL,2553.7
telco_5526,5526,One year,24.75,54,0,No,1342.15
telco_5527,5527,One year,23.95,51,0,No,1216.35
telco_5528,5528,One year,105.0,72,0,Fiber optic,7578.05
telco_5529,5529,One year,59.85,44,0,DSL,2603.95
telco_5530,5530,Month-to-month,20.05,2,0,No,42.7
telco_5531,5531,One year,92.15,66,0,Fiber optic,6056.9
telco_5532,5532,One year,44.8,68,0,DSL,2983.65
telco_5533,5533,Two year,20.9,31,0,No,689.35
telco_5534,5534,Month-to-month,95.4,21,0,Fiber optic,2025.1
telco_5535,5535,Month-to-month,80.35,21,0,Fiber optic,1747.2
telco_5536,5536,Two year,85.1,55,0,DSL,4657.95
telco_5537,5537,Month-to-month,34.7,9,1,DSL,296.1
telco_5538,5538,Two year,115.05,71,0,Fiber optic,8016.6
telco_5539,5539,Month-to-month,81.1,1,1,Fiber optic,81.1
telco_5540,5540,One year,19.95,22,0,No,433.5
telco_5541,5541,Month-to-month,20.55,1,1,No,20.55
telco_5542,5542,Two year,106.6,61,1,Fiber optic,6428.4
telco_5543,5543,Two year,86.15,67,0,DSL,5883.85
telco_5544,5544,Month-to-month,78.85,14,0,Fiber optic,1043.8
telco_5545,5545,Month-to-month,106.75,59,1,Fiber optic,6252.9
telco_5546,5546,Month-to-month,86.55,21,0,Fiber optic,1857.25
telco_5547,5547,Month-to-month,42.4,4,0,DSL,146.4
telco_5548,5548,Month-to-month,89.45,3,1,Fiber optic,240.45
telco_5549,5549,Two year,24.25,70,0,No,1724.15
telco_5550,5550,Month-to-month,97.9,3,1,Fiber optic,315.3
telco_5551,5551,One year,20.5,21,0,No,429.55
telco_5552,5552,Month-to-month,19.6,20,0,No,356.15
telco_5553,5553,One year,20.25,22,0,No,488.25
telco_5554,5554,Month-to-month,55.7,1,1,DSL,55.7
telco_5555,5555,Two year,20.6,63,0,No,1298.7
telco_5556,5556,Two year,19.8,70,0,No,1378.75
telco_5557,5557,Month-to-month,79.8,13,1,Fiber optic,973.45
telco_5558,5558,Month-to-month,80.2,5,0,Fiber optic,384.25
telco_5559,5559,Two year,116.4,72,0,Fiber optic,8543.25
telco_5560,5560,Month-to-month,31.65,13,0,DSL,389.95
telco_5561,5561,Month-to-month,94.15,61,0,Fiber optic,5731.85
telco_5562,5562,Month-to-month,20.65,1,0,No,20.65
telco_5563,5563,Month-to-month,76.85,56,0,Fiber optic,4275.75
telco_5564,5564,Month-to-month,20.15,4,0,No,84.5
telco_5565,5565,Two year,55.25,35,0,DSL,1924.1
telco_5566,5566,Month-to-month,39.05,18,1,DSL,669.85
telco_5567,5567,Two year,82.15,72,0,DSL,5784.3
telco_5568,5568,One year,103.0,49,0,Fiber optic,5166.2
telco_5569,5569,Month-to-month,95.1,44,0,Fiber optic,4060.55
telco_5570,5570,Month-to-month,83.9,3,1,Fiber optic,267.4
telco_5571,5571,Month-to-month,95.15,37,0,Fiber optic,3532.85
telco_5572,5572,One year,79.8,61,0,DSL,4914.8
telco_5573,5573,Two year,74.8,70,0,DSL,5315.8
telco_5574,5574,Month-to-month,69.85,1,1,Fiber optic,69.85
telco_5575,5575,Month-to-month,20.45,41,0,No,775.6
telco_5576,5576,One year,78.35,70,0,DSL,5445.95
telco_5577,5577,Month-to-month,53.55,1,1,DSL,53.55
telco_5578,5578,One year,19.1,51,0,No,1007.8
telco_5579,5579,Two year,20.0,42,0,No,833.55
telco_5580,5580,Two year,93.9,70,1,Fiber optic,6579.05
telco_5581,5581,One year,19.95,48,0,No,1004.5
telco_5582,5582,Two year,113.15,68,1,Fiber optic,7856.0
telco_5583,5583,Two year,24.0,48,0,No,1183.05
telco_5584,5584,Month-to-month,84.95,26,1,Fiber optic,2169.75
telco_5585,5585,Month-to-month,80.5,11,1,Fiber optic,896.9
telco_5586,5586,Month-to-month,19.3,1,1,No,19.3
telco_5587,5587,One year,19.15,27,0,No,501.35
telco_5588,5588,One year,91.3,46,0,Fiber optic,4126.35
telco_5589,5589,Month-to-month,49.65,1,1,DSL,49.65
telco_5590,5590,Two year,54.35,46,1,DSL,2460.15
telco_5591,5591,Month-to-month,19.15,25,0,No,477.6
telco_5592,5592,Month-to-month,88.45,4,1,Fiber optic,370.65
telco_5593,5593,Two year,19.75,13,0,No,265.75
telco_5594,5594,One year,75.5,31,0,DSL,2424.45
telco_5595,5595,Month-to-month,83.75,23,0,Fiber optic,1849.95
telco_5596,5596,Month-to-month,19.4,2,0,No,61.05
telco_5597,5597,Two year,26.5,65,0,No,1698.55
telco_5598,5598,Month-to-month,90.5,22,1,Fiber optic,1910.6
telco_5599,5599,One year,19.15,55,0,No,998.1
telco_5600,5600,Month-to-month,94.85,9,1,Fiber optic,890.6
telco_5601,5601,Month-to-month,69.95,7,1,Fiber optic,529.5
telco_5602,5602,One year,40.9,35,0,DSL,1383.6
telco_5603,5603,Two year,80.25,6,0,DSL,493.4
telco_5604,5604,Month-to-month,48.6,1,1,DSL,48.6
telco_5605,5605,Month-to-month,70.8,17,0,Fiber optic,1207.0
telco_5606,5606,Month-to-month,60.2,10,0,DSL,563.5
telco_5607,5607,One year,55.2,15,0,DSL,864.55
telco_5608,5608,Month-to-month,55.8,40,1,DSL,2109.35
telco_5609,5609,One year,54.15,13,0,DSL,701.05
telco_5610,5610,Month-to-month,80.15,29,1,Fiber optic,2265.25
telco_5611,5611,Month-to-month,75.5,3,1,Fiber optic,220.6
telco_5612,5612,Month-to-month,100.4,58,0,Fiber optic,5749.8
telco_5613,5613,One year,62.55,45,0,DSL,2796.45
telco_5614,5614,Two year,70.45,72,0,DSL,5165.7
telco_5615,5615,One year,85.5,68,0,Fiber optic,5696.6
telco_5616,5616,Month-to-month,20.2,1,1,No,20.2
telco_5617,5617,Month-to-month,54.5,38,0,DSL,2076.05
telco_5618,5618,Month-to-month,20.75,2,0,No,44.2
telco_5619,5619,Month-to-month,20.35,11,0,No,215.25
telco_5620,5620,One year,91.0,20,0,Fiber optic,1859.5
telco_5621,5621,Two year,104.8,72,0,Fiber optic,7470.1
telco_5622,5622,Month-to-month,74.75,3,1,Fiber optic,229.5
telco_5623,5623,Month-to-month,104.05,23,1,Fiber optic,2470.1
telco_5624,5624,Month-to-month,51.1,40,0,DSL,2092.9
telco_5625,5625,Month-to-month,89.8,62,0,Fiber optic,5629.55
telco_5626,5626,Month-to-month,20.55,22,0,No,469.85
telco_5627,5627,Month-to-month,64.05,11,0,DSL,733.95
telco_5628,5628,Month-to-month,74.85,7,0,Fiber optic,485.25
telco_5629,5629,Month-to-month,96.65,13,1,Fiber optic,1244.5
telco_5630,5630,Month-to-month,20.05,1,1,No,20.05
telco_5631,5631,Month-to-month,103.45,39,1,Fiber optic,3994.45
telco_5632,5632,Month-to-month,25.0,3,0,DSL,78.25
telco_5633,5633,Two year,20.3,58,0,No,1131.5
telco_5634,5634,Month-to-month,26.35,6,0,No,184.05
telco_5635,5635,Month-to-month,19.9,1,1,No,19.9
telco_5636,5636,Month-to-month,54.7,22,0,DSL,1178.75
telco_5637,5637,Month-to-month,46.35,14,1,DSL,667.7
telco_5638,5638,One year,90.25,64,0,Fiber optic,5629.15
telco_5639,5639,Month-to-month,19.95,1,1,No,19.95
telco_5640,5640,Month-to-month,20.65,6,0,No,109.3
telco_5641,5641,Month-to-month,79.6,1,1,Fiber optic,79.6
telco_5642,5642,One year,25.45,39,0,No,958.45
telco_5643,5643,One year,19.5,20,0,No,403.15
telco_5644,5644,Month-to-month,75.9,1,1,Fiber optic,75.9
telco_5645,5645,Month-to-month,76.2,1,1,Fiber optic,76.2
telco_5646,5646,One year,66.15,64,0,DSL,4392.5
telco_5647,5647,Month-to-month,19.25,1,1,No,19.25
telco_5648,5648,Month-to-month,69.1,46,0,DSL,3168.0
telco_5649,5649,One year,39.1,28,0,DSL,1096.6
telco_5650,5650,Month-to-month,20.05,33,0,No,669.45
telco_5651,5651,One year,59.8,39,0,DSL,2343.85
telco_5652,5652,Month-to-month,84.3,42,1,Fiber optic,3588.4
telco_5653,5653,Month-to-month,48.6,1,0,DSL,48.6
telco_5654,5654,Month-to-month,79.0,7,1,Fiber optic,522.95
telco_5655,5655,Two year,105.35,70,0,Fiber optic,7511.9
telco_5656,5656,Two year,25.1,65,0,No,1725.0
telco_5657,5657,Month-to-month,49.75,1,0,DSL,49.75
telco_5658,5658,Month-to-month,94.75,18,0,Fiber optic,1691.9
telco_5659,5659,Month-to-month,93.0,24,0,Fiber optic,2248.05
telco_5660,5660,Two year,71.9,63,0,DSL,4479.2
telco_5661,5661,One year,77.55,44,0,DSL,3471.1
telco_5662,5662,Month-to-month,19.85,4,0,No,63.0
telco_5663,5663,Month-to-month,70.25,1,1,Fiber optic,70.25
telco_5664,5664,Month-to-month,95.25,37,0,Fiber optic,3314.15
telco_5665,5665,Month-to-month,84.6,10,1,Fiber optic,865.55
telco_5666,5666,Month-to-month,25.05,34,0,DSL,852.7
telco_5667,5667,One year,53.15,35,0,DSL,1930.9
telco_5668,5668,Month-to-month,20.15,4,0,No,91.4
telco_5669,5669,Month-to-month,101.25,39,0,Fiber optic,3949.15
telco_5670,5670,One year,100.55,43,0,Fiber optic,4304.0
telco_5671,5671,Month-to-month,24.1,17,1,No,409.9
telco_5672,5672,Two year,25.3,61,0,No,1554.9
telco_5673,5673,One year,71.8,49,0,DSL,3472.05
telco_5674,5674,One year,19.7,4,0,No,117.8
telco_5675,5675,Two year,49.85,64,0,DSL,3210.35
telco_5676,5676,Month-to-month,69.6,3,0,Fiber optic,207.4
telco_5677,5677,Month-to-month,19.75,1,0,No,19.75
telco_5678,5678,One year,80.8,40,0,Fiber optic,3132.75
telco_5679,5679,Month-to-month,60.0,1,1,DSL,60.0
telco_5680,5680,Month-to-month,86.55,8,1,Fiber optic,649.65
telco_5681,5681,Month-to-month,20.85,1,1,No,20.85
telco_5682,5682,One year,64.2,34,0,DSL,2106.3
telco_5683,5683,Month-to-month,35.0,1,0,DSL,35.0
telco_5684,5684,Month-to-month,50.75,39,1,DSL,2011.4
telco_5685,5685,One year,105.5,58,1,Fiber optic,6205.5
telco_5686,5686,Two year,19.2,45,0,No,903.7
telco_5687,5687,Month-to-month,85.15,6,1,Fiber optic,503.6
telco_5688,5688,One year,90.65,43,0,Fiber optic,3882.3
telco_5689,5689,Two year,20.0,41,0,No,879.8
telco_5690,5690,Month-to-month,74.65,5,0,Fiber optic,383.65
telco_5691,5691,Two year,61.2,72,0,DSL,4390.25
telco_5692,5692,One year,19.95,4,0,No,68.2
telco_5693,5693,Month-to-month,54.8,9,0,DSL,452.8
telco_5694,5694,Two year,73.45,72,0,DSL,5329.0
telco_5695,5695,One year,51.45,33,0,DSL,1758.9
telco_5696,5696,Two year,80.45,72,0,Fiber optic,5737.6
telco_5697,5697,Month-to-month,54.2,22,1,DSL,1152.7
telco_5698,5698,One year,109.5,70,1,Fiber optic,7674.55
telco_5699,5699,Month-to-month,104.4,21,1,Fiber optic,2157.95
telco_5700,5700,Month-to-month,85.3,15,0,Fiber optic,1219.85
telco_5701,5701,Month-to-month,79.3,29,0,Fiber optic,2414.55
telco_5702,5702,Month-to-month,76.5,15,0,DSL,1155.6
telco_5703,5703,Month-to-month,105.1,71,1,Fiber optic,7548.1
telco_5704,5704,Two year,25.4,72,0,No,1809.35
telco_5705,5705,Month-to-month,86.85,19,0,Fiber optic,1564.4
telco_5706,5706,Month-to-month,19.65,1,0,No,19.65
telco_5707,5707,Month-to-month,75.7,1,1,Fiber optic,75.7
telco_5708,5708,Month-to-month,45.55,2,0,DSL,84.4
telco_5709,5709,Month-to-month,78.1,11,0,Fiber optic,864.85
telco_5710,5710,One year,19.3,12,0,No,228.75
telco_5711,5711,Two year,110.5,70,0,Fiber optic,7752.05
telco_5712,5712,Month-to-month,90.8,20,1,Fiber optic,1951.0
telco_5713,5713,Month-to-month,20.3,23,0,No,470.6
telco_5714,5714,Two year,81.35,49,0,DSL,4060.9
telco_5715,5715,Month-to-month,97.95,4,1,Fiber optic,384.5
telco_5716,5716,Month-to-month,108.15,32,1,Fiber optic,3432.9
telco_5717,5717,Month-to-month,55.3,2,0,DSL,108.65
telco_5718,5718,Two year,56.55,69,0,DSL,3952.65
telco_5719,5719,Month-to-month,80.5,6,1,Fiber optic,463.05
telco_5720,5720,Two year,19.7,24,0,No,494.05
telco_5721,5721,One year,104.05,32,0,Fiber optic,3416.85
telco_5722,5722,Two year,52.85,27,0,DSL,1498.65
telco_5723,5723,Month-to-month,104.3,27,1,Fiber optic,2867.75
telco_5724,5724,Month-to-month,80.65,58,0,Fiber optic,4807.35
telco_5725,5725,Month-to-month,71.35,1,1,Fiber optic,71.35
telco_5726,5726,Two year,24.65,18,0,No,471.35
telco_5727,5727,Two year,21.3,47,0,No,1041.8
telco_5728,5728,Two year,110.2,70,0,Fiber optic,7689.8
telco_5729,5729,Month-to-month,89.4,13,1,Fiber optic,1132.35
telco_5730,5730,Month-to-month,51.05,36,0,DSL,1815.0
telco_5731,5731,Two year,19.8,67,0,No,1311.3
telco_5732,5732,Month-to-month,19.9,10,0,No,199.45
telco_5733,5733,Month-to-month,87.3,19,0,Fiber optic,1637.3
telco_5734,5734,Two year,19.85,71,0,No,1326.35
telco_5735,5735,Two year,89.4,72,0,DSL,6376.55
telco_5736,5736,Two year,20.0,48,0,No,935.9
telco_5737,5737,Month-to-month,20.05,1,0,No,20.05
telco_5738,5738,Month-to-month,83.25,18,0,DSL,1611.15
telco_5739,5739,Month-to-month,20.6,1,1,No,20.6
telco_5740,5740,Two year,102.9,67,0,Fiber optic,6989.7
telco_5741,5741,Two year,39.1,69,0,DSL,2779.5
telco_5742,5742,Month-to-month,99.95,19,1,Fiber optic,1931.75
telco_5743,5743,Two year,114.5,72,0,Fiber optic,8331.95
telco_5744,5744,Two year,20.2,38,0,No,735.9
telco_5745,5745,One year,55.8,40,0,DSL,2283.3
telco_5746,5746,Two year,24.2,61,0,No,1445.2
telco_5747,5747,Month-to-month,81.0,10,1,Fiber optic,818.05
telco_5748,5748,One year,72.8,32,0,DSL,2333.05
telco_5749,5749,Month-to-month,99.85,21,0,Fiber optic,1992.55
telco_5750,5750,One year,99.5,59,0,Fiber optic,5890.0
telco_5751,5751,Month-to-month,70.15,13,1,Fiber optic,916.75
telco_5752,5752,Two year,20.25,47,0,No,1029.8
telco_5753,5753,Two year,26.0,69,0,No,1796.55
telco_5754,5754,Month-to-month,19.9,2,0,No,33.7
telco_5755,5755,Month-to-month,19.05,22,0,No,454.05
telco_5756,5756,Month-to-month,96.5,15,0,Fiber optic,1392.25
telco_5757,5757,Two year,19.85,53,0,No,1049.6
telco_5758,5758,Month-to-month,25.7,28,0,No,734.6
telco_5759,5759,One year,20.3,22,0,No,475.1
telco_5760,5760,Month-to-month,70.15,1,1,Fiber optic,70.15
telco_5761,5761,Month-to-month,91.55,16,0,Fiber optic,1540.05
telco_5762,5762,Two year,39.4,48,0,DSL,1978.65
telco_5763,5763,Month-to-month,105.7,30,0,Fiber optic,3181.8
telco_5764,5764,Month-to-month,70.25,3,0,Fiber optic,229.7
telco_5765,5765,Two year,93.75,57,0,Fiber optic,5625.55
telco_5766,5766,One year,96.55,68,1,Fiber optic,6581.9
telco_5767,5767,One year,60.0,23,0,DSL,1347.15
telco_5768,5768,Two year,59.8,65,0,DSL,3808.2
telco_5769,5769,One year,90.65,44,0,Fiber optic,3974.15
telco_5770,5770,Two year,109.0,71,0,Fiber optic,7661.8
telco_5771,5771,One year,68.1,37,0,DSL,2479.25
telco_5772,5772,Month-to-month,20.4,12,0,No,266.6
telco_5773,5773,Two year,81.95,69,0,DSL,5601.4
telco_5774,5774,Month-to-month,60.55,35,0,DSL,1982.6
telco_5775,5775,Month-to-month,65.6,5,0,DSL,339.9
telco_5776,5776,Two year,82.5,58,0,Fiber optic,4828.05
telco_5777,5777,Two year,82.3,72,0,DSL,5980.55
telco_5778,5778,Two year,68.15,72,0,DSL,4808.7
