user_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,monthly_charges,total_charges,churn,contract,payment_method
5901,Male,0,Yes,Yes,37,No,DSL,40.2,1448.8,1,Month-to-month,Bank transfer (automatic)
5902,Male,0,Yes,Yes,49,Yes,Fiber optic,84.5,4254.85,1,Month-to-month,Electronic check
5903,Female,0,Yes,No,9,Yes,DSL,50.85,466.6,0,Month-to-month,Mailed check
5904,Male,0,Yes,No,52,Yes,Fiber optic,91.6,4627.8,0,Two year,Credit card (automatic)
5905,Female,0,No,No,70,Yes,Fiber optic,98.9,6838.6,0,One year,Electronic check
5906,Male,0,No,No,1,Yes,Fiber optic,85.0,85.0,0,Month-to-month,Electronic check
5907,Female,1,No,No,14,Yes,Fiber optic,78.95,1101.85,1,Month-to-month,Electronic check
5908,Male,0,No,No,1,Yes,DSL,44.3,44.3,0,Month-to-month,Mailed check
5909,Male,0,No,No,1,Yes,No,20.2,20.2,1,Month-to-month,Mailed check
5910,Female,0,No,No,52,Yes,Fiber optic,80.2,4297.6,0,One year,Mailed check
5911,Male,0,No,No,6,Yes,DSL,60.9,414.1,0,Month-to-month,Mailed check
5912,Male,0,Yes,No,7,No,DSL,34.2,256.6,0,Month-to-month,Mailed check
5913,Female,1,No,No,47,Yes,Fiber optic,85.2,3969.35,1,Month-to-month,Bank transfer (automatic)
5914,Female,0,No,No,26,Yes,Fiber optic,87.15,2274.1,0,One year,Credit card (automatic)
5915,Male,0,Yes,Yes,25,Yes,DSL,54.3,1296.8,0,Month-to-month,Electronic check
5916,Male,0,No,No,69,Yes,No,19.1,1268.85,0,Two year,Mailed check
5917,Female,0,No,No,72,Yes,Fiber optic,112.75,8192.6,0,Two year,Credit card (automatic)
5918,Male,0,No,No,4,Yes,No,19.95,59.25,0,Month-to-month,Mailed check
5919,Male,0,Yes,Yes,59,Yes,No,19.5,1147.85,0,Two year,Mailed check
5920,Male,0,No,No,67,Yes,DSL,65.55,4361.55,0,Two year,Bank transfer (automatic)
5921,Female,1,No,No,26,Yes,Fiber optic,78.8,2006.1,0,Month-to-month,Electronic check
5922,Female,0,No,No,27,Yes,DSL,78.2,2078.95,0,One year,Mailed check
5923,Male,0,Yes,Yes,72,Yes,Fiber optic,105.25,7609.75,0,Two year,Bank transfer (automatic)
5924,Female,0,No,No,6,Yes,Fiber optic,89.25,487.05,0,Month-to-month,Electronic check
5925,Male,0,Yes,Yes,62,Yes,No,20.65,1218.45,0,Two year,Credit card (automatic)
5926,Male,0,No,No,20,Yes,DSL,68.7,1416.2,0,One year,Electronic check
5927,Male,0,No,No,6,Yes,DSL,78.65,483.3,0,Month-to-month,Credit card (automatic)
5928,Male,0,No,No,51,Yes,No,24.75,1234.6,0,Two year,Mailed check
5929,Female,0,Yes,Yes,61,Yes,No,19.75,1311.6,0,Two year,Credit card (automatic)
5930,Male,1,Yes,No,62,Yes,Fiber optic,89.1,5618.3,0,Month-to-month,Electronic check
5931,Female,0,No,No,72,Yes,Fiber optic,84.7,6185.15,0,Two year,Bank transfer (automatic)
5932,Male,1,Yes,No,13,Yes,Fiber optic,98.0,1237.85,1,Month-to-month,Electronic check
5933,Male,0,Yes,No,5,Yes,Fiber optic,94.45,498.1,1,Month-to-month,Electronic check
5934,Male,1,No,No,3,Yes,Fiber optic,105.0,294.45,1,Month-to-month,Electronic check
5935,Female,1,Yes,No,26,Yes,Fiber optic,93.85,2381.55,1,Month-to-month,Electronic check
5936,Male,1,No,No,13,Yes,DSL,59.9,788.35,0,Month-to-month,Electronic check
5937,Female,0,Yes,Yes,38,Yes,No,19.95,756.4,0,Two year,Mailed check
5938,Female,1,Yes,No,8,Yes,Fiber optic,84.0,613.4,1,Month-to-month,Electronic check
5939,Male,1,Yes,Yes,34,Yes,Fiber optic,108.9,3625.2,0,Month-to-month,Electronic check
5940,Male,0,No,No,18,No,DSL,33.6,550.35,0,Month-to-month,Mailed check
5941,Male,0,Yes,Yes,56,Yes,Fiber optic,85.85,4793.8,0,One year,Mailed check
5942,Female,0,No,No,36,No,DSL,34.85,1267.2,0,Month-to-month,Bank transfer (automatic)
5943,Female,0,Yes,No,9,No,DSL,48.75,442.2,1,Month-to-month,Electronic check
5944,Male,0,No,No,1,Yes,Fiber optic,84.85,84.85,1,Month-to-month,Electronic check
5945,Male,0,No,No,12,Yes,DSL,56.65,654.85,1,Month-to-month,Mailed check
5946,Female,1,Yes,Yes,57,Yes,Fiber optic,95.3,5567.45,0,Month-to-month,Credit card (automatic)
5947,Female,0,No,No,42,Yes,DSL,73.9,3160.55,1,One year,Credit card (automatic)
5948,Female,0,Yes,Yes,33,Yes,No,24.5,740.3,1,Two year,Mailed check
5949,Male,0,Yes,No,70,Yes,Fiber optic,84.6,5706.2,0,Two year,Bank transfer (automatic)
5950,Female,0,No,No,68,No,DSL,44.95,3085.35,0,Month-to-month,Electronic check
5951,Male,0,No,Yes,1,No,DSL,24.7,24.7,0,Month-to-month,Electronic check
5952,Female,0,No,No,37,Yes,Fiber optic,100.3,3541.4,0,Month-to-month,Credit card (automatic)
5953,Female,0,No,Yes,4,Yes,No,25.45,84.2,0,Month-to-month,Mailed check
5954,Male,0,No,No,1,Yes,DSL,50.7,50.7,0,Month-to-month,Mailed check
5955,Male,0,No,No,20,No,DSL,55.0,1165.55,0,Month-to-month,Credit card (automatic)
5956,Male,0,Yes,Yes,72,Yes,DSL,68.4,4855.35,0,Two year,Bank transfer (automatic)
5957,Female,0,No,No,31,Yes,Fiber optic,89.9,2806.9,1,Month-to-month,Electronic check
5958,Male,1,Yes,No,18,Yes,Fiber optic,78.55,1422.65,1,Month-to-month,Electronic check
5959,Male,0,Yes,No,11,Yes,DSL,55.05,608.15,0,Month-to-month,Bank transfer (automatic)
5960,Female,0,Yes,Yes,33,Yes,No,19.8,641.35,0,Two year,Credit card (automatic)
5961,Female,1,No,No,62,Yes,Fiber optic,84.45,4959.15,0,One year,Electronic check
5962,Female,0,No,No,1,No,DSL,35.9,35.9,0,Month-to-month,Mailed check
5963,Male,0,Yes,No,16,Yes,Fiber optic,80.75,1321.3,0,Month-to-month,Bank transfer (automatic)
5964,Male,0,Yes,Yes,22,Yes,DSL,78.65,1663.75,0,One year,Mailed check
5965,Female,0,Yes,Yes,49,Yes,DSL,61.75,3024.15,0,Month-to-month,Bank transfer (automatic)
5966,Male,0,Yes,Yes,36,Yes,DSL,63.7,2188.5,0,One year,Credit card (automatic)
5967,Male,0,Yes,No,42,Yes,Fiber optic,99.45,4138.05,1,Month-to-month,Electronic check
5968,Male,1,No,No,4,No,DSL,25.2,102.5,1,Month-to-month,Bank transfer (automatic)
5969,Female,0,No,No,12,Yes,DSL,74.05,872.65,1,One year,Mailed check
5970,Female,0,No,No,31,Yes,Fiber optic,87.6,2724.25,0,Month-to-month,Electronic check
5971,Male,0,Yes,No,5,Yes,Fiber optic,89.15,413.25,0,Month-to-month,Electronic check
5972,Male,0,Yes,Yes,66,Yes,No,20.0,1374.2,0,Two year,Credit card (automatic)
5973,Female,1,No,No,15,Yes,DSL,55.0,757.1,1,Month-to-month,Credit card (automatic)
5974,Male,0,No,No,64,Yes,Fiber optic,104.4,6692.65,0,Two year,Bank transfer (automatic)
5975,Male,0,Yes,Yes,10,Yes,No,20.05,218.5,0,Month-to-month,Credit card (automatic)
5976,Male,0,Yes,Yes,7,Yes,Fiber optic,89.75,608.8,1,Month-to-month,Electronic check
5977,Male,0,No,No,29,No,DSL,34.3,1004.75,0,Month-to-month,Electronic check
5978,Male,0,No,No,57,Yes,No,20.65,1125.6,0,Two year,Bank transfer (automatic)
5979,Female,0,No,No,46,Yes,Fiber optic,84.25,3847.6,0,Month-to-month,Mailed check
5980,Male,0,No,No,53,Yes,No,19.65,978.0,0,Two year,Bank transfer (automatic)
5981,Female,0,No,No,17,Yes,DSL,79.85,1387.35,0,One year,Credit card (automatic)
5982,Female,0,Yes,Yes,38,Yes,No,20.2,746.05,0,Two year,Mailed check
5983,Male,0,No,No,15,Yes,No,19.8,304.6,0,One year,Mailed check
5984,Female,0,No,No,22,No,DSL,50.35,1098.85,0,Month-to-month,Electronic check
5985,Male,0,Yes,No,14,Yes,Fiber optic,85.15,1139.2,1,Month-to-month,Electronic check
5986,Female,0,Yes,No,57,Yes,DSL,74.6,4368.95,0,One year,Bank transfer (automatic)
5987,Male,1,No,No,11,Yes,Fiber optic,79.15,827.7,0,Month-to-month,Credit card (automatic)
5988,Female,0,Yes,Yes,1,Yes,No,20.35,20.35,0,Two year,Mailed check
5989,Male,0,Yes,Yes,12,Yes,No,21.05,262.05,0,Two year,Bank transfer (automatic)
5990,Male,1,Yes,No,3,Yes,Fiber optic,94.6,279.55,1,Month-to-month,Electronic check
5991,Male,0,No,Yes,36,Yes,Fiber optic,94.7,3512.5,0,Month-to-month,Electronic check
5992,Male,0,No,No,16,Yes,Fiber optic,94.25,1483.25,1,Month-to-month,Electronic check
5993,Male,0,Yes,Yes,65,Yes,DSL,72.45,4653.85,1,One year,Credit card (automatic)
5994,Male,0,No,No,2,Yes,Fiber optic,74.95,151.75,0,Month-to-month,Electronic check
5995,Female,0,No,No,42,Yes,Fiber optic,105.2,4400.75,1,Month-to-month,Electronic check
5996,Male,0,Yes,Yes,72,Yes,Fiber optic,111.95,8033.1,0,Two year,Bank transfer (automatic)
5997,Male,0,No,No,62,Yes,No,19.85,1253.65,0,Two year,Bank transfer (automatic)
5998,Female,0,No,No,6,Yes,Fiber optic,89.75,552.65,0,Month-to-month,Electronic check
5999,Male,0,Yes,No,48,Yes,No,20.05,1036.0,0,Two year,Mailed check
6000,Male,0,No,No,35,Yes,Fiber optic,108.95,4025.5,0,Two year,Electronic check
6001,Male,0,No,Yes,52,Yes,No,19.65,928.4,0,One year,Credit card (automatic)
6002,Female,0,No,No,1,No,DSL,24.9,24.9,0,Month-to-month,Mailed check
6003,Male,0,Yes,No,6,Yes,Fiber optic,82.85,460.25,1,Month-to-month,Electronic check
6004,Female,0,Yes,No,71,Yes,DSL,93.2,6506.15,0,Two year,Credit card (automatic)
6005,Female,0,Yes,Yes,67,Yes,Fiber optic,84.8,5598.3,0,One year,Bank transfer (automatic)
6006,Male,1,No,No,60,Yes,DSL,71.75,4374.55,0,One year,Electronic check
6007,Male,0,Yes,Yes,23,No,DSL,30.35,678.75,0,Month-to-month,Bank transfer (automatic)
6008,Male,0,No,Yes,39,No,DSL,54.85,2191.7,0,One year,Bank transfer (automatic)
6009,Male,0,Yes,Yes,15,Yes,No,19.5,239.75,0,One year,Mailed check
6010,Male,1,Yes,No,53,Yes,Fiber optic,103.85,5485.5,1,Month-to-month,Electronic check
6011,Male,0,Yes,Yes,24,Yes,No,24.2,609.05,0,Two year,Mailed check
6012,Female,0,Yes,Yes,37,Yes,No,19.35,683.75,0,Month-to-month,Electronic check
6013,Female,0,Yes,Yes,5,Yes,Fiber optic,83.6,404.2,1,Month-to-month,Electronic check
6014,Female,1,Yes,No,50,Yes,Fiber optic,100.65,5189.75,0,One year,Electronic check
6015,Female,0,No,No,54,Yes,Fiber optic,94.1,5060.9,0,One year,Credit card (automatic)
6016,Female,0,No,No,3,Yes,Fiber optic,74.55,233.65,0,Month-to-month,Electronic check
6017,Male,0,No,No,68,Yes,Fiber optic,108.45,7176.55,1,One year,Electronic check
6018,Male,0,No,No,5,Yes,DSL,56.15,291.45,0,Month-to-month,Electronic check
6019,Male,0,No,No,33,Yes,No,20.35,689.75,0,Two year,Mailed check
6020,Female,0,No,No,41,Yes,DSL,80.55,3263.9,0,One year,Electronic check
6021,Female,0,Yes,Yes,34,No,DSL,61.25,1993.2,0,One year,Mailed check
6022,Female,0,Yes,Yes,13,Yes,No,20.45,254.5,0,Month-to-month,Mailed check
6023,Female,0,No,No,20,Yes,No,18.9,347.65,0,Month-to-month,Credit card (automatic)
6024,Female,1,No,No,51,Yes,No,19.6,967.9,0,Two year,Credit card (automatic)
6025,Female,0,Yes,No,3,Yes,Fiber optic,91.5,242.95,1,Month-to-month,Credit card (automatic)
6026,Female,0,No,Yes,41,Yes,DSL,45.2,1841.9,0,Month-to-month,Bank transfer (automatic)
6027,Female,0,No,No,13,Yes,No,19.45,232.1,0,Month-to-month,Credit card (automatic)
6028,Male,0,Yes,Yes,35,Yes,No,25.45,809.25,0,Two year,Bank transfer (automatic)
6029,Male,0,Yes,No,12,Yes,Fiber optic,80.85,866.45,1,Month-to-month,Bank transfer (automatic)
6030,Male,0,No,No,4,Yes,Fiber optic,94.9,360.55,0,Month-to-month,Mailed check
6031,Female,0,No,No,43,No,DSL,49.05,2076.2,1,Month-to-month,Bank transfer (automatic)
6032,Female,1,Yes,Yes,12,No,DSL,29.3,355.9,0,Month-to-month,Mailed check
6033,Male,1,Yes,No,68,Yes,Fiber optic,105.3,7299.65,1,Month-to-month,Electronic check
6034,Male,1,No,No,25,Yes,Fiber optic,88.95,2291.2,1,Month-to-month,Electronic check
6035,Female,0,No,No,7,Yes,No,20.25,129.15,0,One year,Mailed check
6036,Male,1,Yes,No,66,Yes,Fiber optic,110.85,7491.75,1,One year,Electronic check
6037,Female,0,Yes,No,53,Yes,Fiber optic,110.5,5835.5,0,One year,Electronic check
6038,Male,1,No,No,63,Yes,Fiber optic,109.4,7031.45,0,Month-to-month,Bank transfer (automatic)
6039,Female,0,Yes,Yes,70,Yes,Fiber optic,114.2,7723.9,1,Two year,Bank transfer (automatic)
6040,Male,1,Yes,No,27,No,DSL,36.5,1032.0,1,Month-to-month,Bank transfer (automatic)
6041,Female,0,No,No,1,Yes,Fiber optic,70.75,70.75,1,Month-to-month,Mailed check
6042,Female,0,No,No,5,Yes,No,19.95,109.6,0,Month-to-month,Mailed check
6043,Female,1,Yes,No,37,Yes,No,19.6,727.8,0,One year,Mailed check
6044,Male,0,No,No,3,No,DSL,40.15,130.75,1,Month-to-month,Mailed check
6045,Female,0,No,Yes,12,Yes,Fiber optic,76.6,893.0,0,Month-to-month,Electronic check
6046,Female,0,Yes,Yes,38,Yes,No,19.6,763.1,0,One year,Credit card (automatic)
6047,Female,0,No,No,9,Yes,Fiber optic,85.3,781.4,0,Month-to-month,Credit card (automatic)
6048,Male,0,Yes,No,13,Yes,DSL,65.85,902.25,0,Month-to-month,Electronic check
6049,Male,1,Yes,No,29,Yes,Fiber optic,94.45,2653.65,1,Month-to-month,Electronic check
6050,Female,0,Yes,Yes,47,Yes,No,20.05,1016.7,0,Two year,Credit card (automatic)
6051,Male,0,Yes,No,61,Yes,Fiber optic,99.4,5943.65,0,Month-to-month,Bank transfer (automatic)
6052,Male,0,No,No,16,Yes,No,20.0,275.7,0,Month-to-month,Mailed check
6053,Female,0,Yes,Yes,41,Yes,DSL,78.45,3126.45,0,Two year,Electronic check
6054,Female,0,No,Yes,43,Yes,No,25.1,1070.15,0,Two year,Electronic check
6055,Female,0,Yes,Yes,36,Yes,Fiber optic,97.35,3457.9,1,Month-to-month,Bank transfer (automatic)
6056,Female,0,No,No,6,Yes,DSL,55.0,340.4,0,Month-to-month,Electronic check
6057,Female,0,No,No,58,Yes,DSL,71.1,4299.2,0,One year,Credit card (automatic)
6058,Male,0,No,No,19,Yes,DSL,61.55,1093.2,0,Month-to-month,Credit card (automatic)
6059,Male,0,Yes,No,11,Yes,DSL,45.9,521.9,0,Month-to-month,Bank transfer (automatic)
6060,Female,0,No,No,39,No,DSL,40.3,1630.4,0,One year,Bank transfer (automatic)
6061,Female,1,No,No,8,Yes,Fiber optic,87.1,713.6,0,Month-to-month,Electronic check
6062,Female,0,No,Yes,26,Yes,DSL,49.5,1265.65,0,Month-to-month,Mailed check
6063,Female,1,No,No,53,Yes,Fiber optic,73.8,4003.85,0,Month-to-month,Credit card (automatic)
6064,Female,0,Yes,Yes,70,Yes,No,19.2,1401.4,0,Two year,Mailed check
6065,Male,0,No,No,1,No,DSL,45.3,45.3,1,Month-to-month,Mailed check
6066,Male,0,No,No,59,Yes,No,25.0,1510.5,0,Two year,Mailed check
6067,Male,0,No,No,2,Yes,Fiber optic,94.95,178.1,1,Month-to-month,Electronic check
6068,Male,0,No,No,7,No,DSL,35.3,264.8,0,One year,Mailed check
6069,Female,0,No,Yes,12,Yes,DSL,44.55,480.6,1,Month-to-month,Electronic check
6070,Male,0,Yes,Yes,59,Yes,DSL,76.75,4541.9,0,One year,Credit card (automatic)
6071,Male,0,Yes,Yes,61,Yes,DSL,81.0,4976.15,0,Two year,Bank transfer (automatic)
6072,Male,0,Yes,Yes,72,Yes,Fiber optic,105.55,7542.25,0,Two year,Bank transfer (automatic)
6073,Female,0,Yes,Yes,13,Yes,No,18.8,251.25,0,Month-to-month,Mailed check
6074,Female,0,Yes,Yes,64,Yes,No,24.9,1595.5,0,One year,Mailed check
6075,Male,0,Yes,No,1,No,DSL,23.45,23.45,1,Month-to-month,Electronic check
6076,Female,0,No,No,10,Yes,DSL,64.9,685.55,0,One year,Mailed check
6077,Female,0,Yes,Yes,65,Yes,DSL,61.35,3874.1,0,One year,Bank transfer (automatic)
6078,Female,0,Yes,No,62,Yes,Fiber optic,113.95,6891.4,0,Two year,Mailed check
6079,Female,0,Yes,No,55,Yes,DSL,90.15,4916.95,0,One year,Electronic check
6080,Female,0,Yes,No,25,Yes,DSL,54.1,1373.0,0,Month-to-month,Electronic check
6081,Male,0,No,No,1,No,DSL,29.7,29.7,1,Month-to-month,Mailed check
6082,Male,0,No,No,1,Yes,DSL,49.8,49.8,0,Month-to-month,Credit card (automatic)
6083,Female,0,Yes,No,59,Yes,Fiber optic,101.1,6039.9,1,Month-to-month,Electronic check
6084,Male,1,Yes,Yes,64,Yes,No,24.4,1548.65,0,Two year,Bank transfer (automatic)
6085,Male,0,Yes,No,36,Yes,Fiber optic,95.0,3440.25,0,Month-to-month,Bank transfer (automatic)
6086,Female,0,No,No,3,Yes,DSL,50.65,151.3,1,Month-to-month,Mailed check
6087,Male,0,Yes,No,61,Yes,DSL,69.9,4226.7,0,Two year,Mailed check
6088,Male,0,No,Yes,26,No,DSL,39.95,1023.75,0,One year,Bank transfer (automatic)
6089,Female,0,No,No,1,Yes,DSL,55.4,55.4,1,Month-to-month,Electronic check
6090,Female,1,Yes,No,1,Yes,Fiber optic,90.6,90.6,1,Month-to-month,Electronic check
6091,Male,0,Yes,Yes,68,Yes,Fiber optic,103.25,7074.4,0,Two year,Credit card (automatic)
6092,Male,1,Yes,No,2,Yes,Fiber optic,86.85,156.35,1,Month-to-month,Mailed check
6093,Female,0,Yes,No,72,Yes,Fiber optic,94.25,6849.75,0,Two year,Bank transfer (automatic)
6094,Female,0,Yes,No,71,No,DSL,47.05,3263.6,0,Two year,Electronic check
6095,Male,0,No,No,57,Yes,No,20.55,1252.85,0,Two year,Credit card (automatic)
6096,Male,0,No,No,4,Yes,No,19.65,67.55,0,Month-to-month,Mailed check
6097,Female,1,No,No,1,Yes,Fiber optic,70.2,70.2,0,Month-to-month,Electronic check
6098,Male,0,Yes,Yes,72,Yes,DSL,81.0,5750.0,0,Two year,Credit card (automatic)
6099,Male,0,Yes,Yes,21,Yes,DSL,75.9,1549.75,0,One year,Bank transfer (automatic)
6100,Female,0,Yes,Yes,71,Yes,No,24.7,1810.55,0,Two year,Bank transfer (automatic)
6101,Female,1,Yes,No,29,Yes,Fiber optic,99.05,2952.85,1,Month-to-month,Bank transfer (automatic)
6102,Female,1,No,No,69,Yes,Fiber optic,110.25,7467.55,0,Two year,Credit card (automatic)
6103,Female,0,Yes,No,64,Yes,DSL,85.0,5484.4,0,Two year,Credit card (automatic)
6104,Male,0,No,No,16,Yes,No,19.75,294.9,0,Month-to-month,Credit card (automatic)
6105,Female,0,No,No,4,Yes,No,23.9,97.5,0,One year,Electronic check
6106,Female,0,No,No,52,Yes,Fiber optic,111.25,5916.45,1,One year,Credit card (automatic)
6107,Male,0,No,No,2,Yes,DSL,55.1,113.35,1,Month-to-month,Mailed check
6108,Male,0,No,No,1,Yes,No,19.95,19.95,0,Month-to-month,Mailed check
6109,Male,0,No,No,18,No,DSL,25.15,476.8,0,Month-to-month,Mailed check
6110,Female,0,No,No,2,Yes,DSL,54.15,101.65,0,Month-to-month,Mailed check
6111,Female,0,Yes,No,19,Yes,DSL,59.8,1130.85,0,Month-to-month,Mailed check
6112,Female,0,No,No,40,Yes,Fiber optic,83.85,3532.25,0,Month-to-month,Bank transfer (automatic)
6113,Female,1,Yes,Yes,66,Yes,Fiber optic,104.9,6891.45,0,One year,Electronic check
6114,Male,0,No,No,21,Yes,Fiber optic,75.3,1570.7,0,Month-to-month,Mailed check
6115,Male,0,No,No,8,Yes,DSL,66.65,520.95,0,Month-to-month,Electronic check
6116,Female,0,Yes,Yes,72,Yes,Fiber optic,109.5,7854.9,0,Two year,Credit card (automatic)
6117,Female,0,No,No,48,Yes,DSL,73.85,3581.4,0,One year,Bank transfer (automatic)
6118,Male,0,No,No,69,Yes,No,19.3,1447.9,0,Two year,Bank transfer (automatic)
6119,Male,0,No,No,72,Yes,Fiber optic,118.2,8547.15,0,Two year,Electronic check
6120,Female,0,No,No,14,Yes,DSL,51.45,727.85,0,One year,Credit card (automatic)
6121,Male,0,No,No,6,Yes,DSL,59.45,357.6,0,Month-to-month,Electronic check
6122,Female,0,Yes,Yes,8,Yes,No,19.5,159.35,0,Two year,Bank transfer (automatic)
6123,Female,0,No,No,17,Yes,No,19.55,280.85,0,One year,Mailed check
6124,Male,0,No,No,65,Yes,Fiber optic,93.55,6069.25,0,One year,Electronic check
6125,Female,0,Yes,Yes,57,Yes,DSL,59.3,3274.35,0,One year,Mailed check
6126,Male,0,Yes,No,13,Yes,Fiber optic,102.25,1359.0,1,Month-to-month,Credit card (automatic)
6127,Male,1,No,No,19,Yes,Fiber optic,95.9,1777.9,1,Month-to-month,Credit card (automatic)
6128,Female,0,Yes,No,56,Yes,Fiber optic,109.8,6109.65,0,One year,Bank transfer (automatic)
6129,Female,0,Yes,No,14,Yes,Fiber optic,78.1,1122.4,0,Month-to-month,Electronic check
6130,Male,0,Yes,No,52,No,DSL,39.9,2020.9,0,Month-to-month,Electronic check
6131,Female,0,No,No,58,Yes,DSL,64.9,3795.45,0,Two year,Credit card (automatic)
6132,Female,1,No,No,47,Yes,Fiber optic,95.05,4504.55,1,Month-to-month,Electronic check
6133,Female,0,No,No,67,No,DSL,53.4,3579.15,0,Month-to-month,Credit card (automatic)
6134,Male,0,No,No,2,No,DSL,24.9,49.7,0,Month-to-month,Credit card (automatic)
6135,Male,1,No,No,6,Yes,DSL,44.7,276.5,0,Month-to-month,Credit card (automatic)
6136,Male,0,Yes,Yes,71,Yes,Fiber optic,114.0,8175.9,0,Two year,Bank transfer (automatic)
6137,Female,0,Yes,Yes,46,Yes,No,20.25,890.35,0,Two year,Bank transfer (automatic)
6138,Female,0,No,No,5,Yes,DSL,53.85,259.8,1,Month-to-month,Credit card (automatic)
6139,Male,1,Yes,No,67,Yes,Fiber optic,83.85,5588.8,0,Month-to-month,Bank transfer (automatic)
6140,Male,0,No,Yes,3,Yes,No,20.2,50.6,0,Month-to-month,Bank transfer (automatic)
6141,Female,0,No,No,3,Yes,No,19.95,58.0,0,Month-to-month,Mailed check
6142,Male,1,Yes,No,52,Yes,Fiber optic,104.2,5568.35,1,Month-to-month,Electronic check
6143,Female,0,Yes,No,42,Yes,DSL,50.25,2203.65,1,Month-to-month,Electronic check
6144,Male,0,Yes,Yes,50,Yes,No,20.35,938.95,0,One year,Mailed check
6145,Male,1,Yes,No,23,Yes,Fiber optic,90.0,2024.1,0,Month-to-month,Electronic check
6146,Female,0,Yes,Yes,67,No,DSL,54.2,3623.95,0,Two year,Credit card (automatic)
6147,Female,0,No,No,25,Yes,Fiber optic,99.5,2369.05,1,Month-to-month,Electronic check
6148,Female,1,Yes,No,39,Yes,Fiber optic,99.1,3877.95,0,One year,Mailed check
6149,Female,0,No,No,69,Yes,DSL,66.9,4577.9,0,Two year,Mailed check
6150,Female,0,No,No,1,No,DSL,25.85,25.85,0,One year,Mailed check
6151,Male,0,No,No,32,Yes,Fiber optic,91.05,2871.5,0,Month-to-month,Electronic check
6152,Female,0,No,No,9,Yes,Fiber optic,71.0,672.55,1,Month-to-month,Electronic check
6153,Female,0,No,No,16,Yes,Fiber optic,93.2,1573.7,1,Month-to-month,Credit card (automatic)
6154,Male,0,Yes,Yes,60,Yes,No,20.95,1270.55,0,Two year,Bank transfer (automatic)
6155,Female,0,Yes,Yes,72,Yes,Fiber optic,109.2,7711.45,0,Two year,Bank transfer (automatic)
6156,Male,0,Yes,No,5,Yes,No,19.35,126.05,1,Month-to-month,Mailed check
6157,Female,1,No,No,26,Yes,Fiber optic,85.8,2193.65,0,Month-to-month,Credit card (automatic)
6158,Male,0,No,No,3,Yes,No,19.85,64.55,1,Month-to-month,Mailed check
6159,Male,0,No,No,2,Yes,No,19.65,31.2,0,Month-to-month,Electronic check
6160,Female,0,No,Yes,2,Yes,No,20.5,38.25,0,One year,Bank transfer (automatic)
6161,Female,0,No,No,36,Yes,DSL,89.65,3348.1,0,One year,Credit card (automatic)
6162,Male,0,No,No,7,Yes,Fiber optic,74.35,533.6,0,Month-to-month,Mailed check
6163,Female,1,Yes,No,60,No,DSL,49.45,2907.55,0,Two year,Credit card (automatic)
6164,Female,0,Yes,No,19,Yes,Fiber optic,89.1,1620.8,0,Month-to-month,Electronic check
6165,Male,1,Yes,No,45,Yes,DSL,75.15,3480.35,0,Two year,Credit card (automatic)
6166,Male,1,No,No,4,Yes,Fiber optic,70.65,293.85,0,Month-to-month,Electronic check
6167,Female,0,Yes,Yes,31,Yes,Fiber optic,104.2,3243.45,1,Month-to-month,Electronic check
6168,Male,0,Yes,Yes,47,Yes,Fiber optic,90.05,4137.2,0,Month-to-month,Electronic check
6169,Male,0,No,No,1,Yes,Fiber optic,79.25,79.25,1,Month-to-month,Electronic check
6170,Female,0,No,No,1,Yes,DSL,44.9,44.9,1,Month-to-month,Bank transfer (automatic)
6171,Female,0,No,No,1,Yes,No,19.4,19.4,0,Month-to-month,Credit card (automatic)
6172,Female,1,Yes,Yes,59,Yes,Fiber optic,88.75,5348.65,0,Month-to-month,Credit card (automatic)
6173,Male,0,Yes,No,10,Yes,Fiber optic,70.1,659.65,1,Month-to-month,Electronic check
6174,Male,1,No,No,35,Yes,Fiber optic,91.0,3180.5,0,Month-to-month,Credit card (automatic)
6175,Male,0,No,No,4,No,DSL,29.65,118.5,1,Month-to-month,Electronic check
6176,Male,0,Yes,Yes,32,Yes,Fiber optic,90.8,3023.85,0,One year,Electronic check
6177,Male,0,No,No,43,Yes,Fiber optic,77.85,3365.85,1,Month-to-month,Electronic check
6178,Male,0,No,No,4,Yes,DSL,54.3,195.3,1,Month-to-month,Electronic check
6179,Female,1,Yes,No,54,Yes,No,18.95,1031.1,0,Two year,Mailed check
6180,Female,1,No,No,11,Yes,Fiber optic,95.15,997.65,1,Month-to-month,Bank transfer (automatic)
6181,Female,1,No,No,66,Yes,Fiber optic,102.4,6471.85,0,Two year,Bank transfer (automatic)
6182,Male,0,Yes,Yes,61,Yes,Fiber optic,99.9,6241.35,0,One year,Electronic check
6183,Male,0,Yes,Yes,72,Yes,DSL,88.7,6501.35,0,Two year,Credit card (automatic)
6184,Male,0,Yes,Yes,44,No,DSL,54.3,2317.1,0,One year,Electronic check
6185,Male,0,No,No,41,Yes,DSL,55.7,2237.55,0,Month-to-month,Bank transfer (automatic)
6186,Male,0,Yes,No,50,Yes,Fiber optic,103.95,5231.3,0,One year,Electronic check
6187,Male,0,Yes,No,47,Yes,Fiber optic,110.85,5275.8,1,One year,Credit card (automatic)
6188,Male,0,Yes,Yes,8,Yes,No,20.15,165.5,0,Two year,Mailed check
6189,Male,0,No,No,18,Yes,No,20.05,358.5,0,Month-to-month,Mailed check
